IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
7d5608be19e3768403f54092b9afd6428076a6a86349663d1c5a4477aadacbcb,bd6d540fc8b67183a59500f416e8c990e0c8b7de5e975a924b17f49674d88905,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Debian GNU/Linux"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:debian:debian_linux:3.1
Installed version,
build or SP:       3.1
EOL date:          2008-03-31
EOL info:          https://en.wikipedia.org/wiki/List_of_Debian_releases#Release_table
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:19:33Z,d78f572a-86f8-497c-877b-522b5d2d537d,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:debian:debian_linux:3.1
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
c0383595e231074691bf21e66264320055466d9e9391d3163a32667acb93ec1f,b3962f7870367b494746a802cb1743f2f0b152a886c11cf89bb3f504ca810fb2,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Debian GNU/Linux"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:debian:debian_linux:6.0
Installed version,
build or SP:       6.0
EOL date:          2016-02-29
EOL info:          https://en.wikipedia.org/wiki/List_of_Debian_releases#Release_table
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:45:48Z,a25ec402-ff8e-43aa-9c01-8cb8e3f60401,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:debian:debian_linux:6.0
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
680ed6b4dc3af9ff37841522328ececc922a3bf296c15b4889c9b166645a7d82,,5020.0,tcp,10.0,High,80,Mitigation,Apache Hadoop Secure Mode Disabled,Apache Hadoop has 'Secure Mode' disabled.,Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.108173,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:18:16Z,c46921bb-8ca7-43d9-a475-6991e4db5095,"Successful exploitation might allow a remote attacker to gain
  unauthenticated access to data saved within this Hadoop instance.","Configure 'Secure Mode' by following the Apache Hadoop
  documentation.",Apache Hadoop instances with 'Secure Mode' disabled.,"The flaw exists due to a disabled 'Secure Mode' which doesn't
  require authentication for users.","Check the status page of Apache Hadoop if 'Secure Mode' is
  disabled.
Details:
Apache Hadoop 'Secure Mode' Disabled
(OID: 1.3.6.1.4.1.25623.1.0.108173)
Version used: 2023-07-14T16:09:27Z
",,,,
bb73464a0b36404224e11a782c41d57adc89446b021f96cd13e03a768b534811,3143fa62a984826e99a2ea5f2bdef974f56bf0d1824815307f626aaa5a6af69d,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Ubuntu"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:canonical:ubuntu_linux:12.04
Installed version,
build or SP:       12.04
EOL date:          2017-04-28
EOL info:          https://wiki.ubuntu.com/Releases
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:17:35Z,6fcfdbcf-2edc-49e0-9d78-0d6e2199fddd,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:canonical:ubuntu_linux:12.04
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
ca992d5c96425a3f5e6cfde38cc2236fe598f793bd8a4df281de73a8abcba57a,7fd52c82a1cd967002fed66c7450e5ce9dd2bf1507cd332bf29e6d88d5868111,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Ubuntu"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:canonical:ubuntu_linux:12.04
Installed version,
build or SP:       12.04
EOL date:          2017-04-28
EOL info:          https://wiki.ubuntu.com/Releases
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-11T23:55:22Z,560975af-b07a-45ec-b79c-f5efb1e375d2,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:canonical:ubuntu_linux:12.04
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
25f214f8fb0f0da5ade9dd69de395a9f10239c605552ea4d4359454e668a70a8,a7804dc2345b51dab8e0bb745c5885ecc966a0c0dd2d4c0ee4f47bb6c8bccd3d,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Ubuntu"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:canonical:ubuntu_linux:12.04
Installed version,
build or SP:       12.04
EOL date:          2017-04-28
EOL info:          https://wiki.ubuntu.com/Releases
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:31:13Z,e1a552aa-eeda-4d7e-9b45-fea4b9493cd4,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:canonical:ubuntu_linux:12.04
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
333d00218f4a71924b5a27dbb21791d83cb58c8e6b62269439384613d854058d,,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Ubuntu"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:canonical:ubuntu_linux:12.04
Installed version,
build or SP:       12.04
EOL date:          2017-04-28
EOL info:          https://wiki.ubuntu.com/Releases
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T02:10:00Z,b7e97869-6e0f-43fd-bea7-d9c193086b20,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:canonical:ubuntu_linux:12.04
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
c2e2e066d8461bdeefc7ec93bf0fd99d34d5b71d881ed721c14633799bf2633b,6b559d5b0c88d19f529d19f2326bde2fc74757ae4c65b0ad693b74193dfd16d6,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Ubuntu"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:canonical:ubuntu_linux:14.04
Installed version,
build or SP:       14.04
EOL date:          2024-04-01
EOL info:          https://wiki.ubuntu.com/Releases
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:51:26Z,d2de1fe5-1b97-4d57-81f1-8b2498d1796d,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:canonical:ubuntu_linux:14.04
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
1584b4ca07b4cdbc2ab02cc0f3722fae0f44c093b0d7bc9373f383eb746f6e07,8b960b6d0f00ea063eb1bf7601ee83eb2f3a6a662db61a5148edad767a46a3a3,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Ubuntu"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:canonical:ubuntu_linux:12.04
Installed version,
build or SP:       12.04
EOL date:          2017-04-28
EOL info:          https://wiki.ubuntu.com/Releases
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:10:07Z,72669ba5-b7ce-4a66-9e37-9da3a5940f05,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:canonical:ubuntu_linux:12.04
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
7d5608be19e3768403f54092b9afd6428076a6a86349663d1c5a4477aadacbcb,bd6d540fc8b67183a59500f416e8c990e0c8b7de5e975a924b17f49674d88905,623.0,udp,10.0,High,80,Workaround,IPMI No Auth Access Mode Enabled (IPMI Protocol),"The remote Intelligent Platform Management Interface (IPMI)
  service has the 'No Auth' access mode enabled.","The remote IPMI service has the 'No Auth' access mode enabled.
",1.3.6.1.4.1.25623.1.0.103837,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:19:33Z,81e42db8-f0ee-4d64-ae3b-6abf62510453,,"Disable the 'No Auth' access mode. Please contact the vendor /
  consult the device manual for more information.",,,"Evaluates information gathered by the VT 'Intelligent Platform
  Management Interface (IPMI) Detection (IPMI Protocol)' (OID: 1.3.6.1.4.1.25623.1.0.103835).
Details:
IPMI 'No Auth' Access Mode Enabled (IPMI Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103837)
Version used: 2024-03-21T05:06:54Z
",,,,
2e78ad65b07a722767e2de66021fe8aa9efcc3d7487ec33ea79e1e6abdf7a904,,80.0,tcp,10.0,High,80,VendorFix,WordPress Contact Form 7 Plugin < 5.3.2 RCE Vulnerability,"The WordPress plugin 'Contact Form 7' is prone to an unrestricted file upload and
  remote code execution vulnerability because a filename may contain special characters.","Installed version: 3.7.2
Fixed version:     5.3.2
Installation
path / port:       /wp-content/plugins/contact-form-7

",1.3.6.1.4.1.25623.1.0.145080,CVE-2020-35489,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:33:37Z,0bdbc2d6-e5bc-49ba-a42f-d38b129ab005,"Attackers may upload files of any type, bypassing all restrictions placed
  regarding the allowed upload-able file types on a website. Further, it allows an attacker to inject malicious
  content such as web shells.",Update to version 5.3.2 or later.,WordPress Contact Form 7 plugin version 5.3.1 and prior.,,"Checks if a vulnerable version is present on the target host.
Details:
WordPress Contact Form 7 Plugin < 5.3.2 RCE Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.145080)
Version used: 2022-07-19T10:11:08Z
",,,,
3a9d42dc76cfc9c65c3bb779d648201a59d3e847730083b843fdd11a9a7063eb,f3cc8124b246ba166c09d386c3d1605e44c78fcc3a5c8887db2ad675a18d8738,623.0,udp,10.0,High,99,VendorFix,IPMI Cipher Zero Authentication Bypass Vulnerability (IPMI Protocol),"Intelligent Platform Management Interface (IPMI) services are
  prone to an authentication bypass vulnerability.","The remote IPMI service accepted a session open request for cipher zero.
",1.3.6.1.4.1.25623.1.0.103840,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:01:07Z,1b56ce26-b908-4eaa-8aa6-2fe9d1543497,"Attackers can exploit this issue to gain administrative access to
  the device and disclose sensitive information.",Ask the Vendor for an update.,,"The remote IPMI service accepted a session open request for
  cipher zero.","Sends a request with a zero cipher and checks if this request
  was accepted.
Details:
IPMI Cipher Zero Authentication Bypass Vulnerability (IPMI Protocol)
(OID: 1.3.6.1.4.1.25623.1.0.103840)
Version used: 2024-03-21T05:06:54Z
",,,,
62c9037bf0497d76c199371c954b1bfdb3b29885be4c373183331d1beae04846,d43b9d60f015e1da44130bb542302d5064c0f3481d4d2a9127a64f7b378cfed9,,,10.0,High,80,Mitigation,Operating System (OS) End of Life (EOL) Detection,"The Operating System (OS) on the remote host has reached the end
  of life (EOL) and should not be used anymore.","The ""Debian GNU/Linux"" Operating System on the remote host has reached the end of life.

CPE:               cpe:/o:debian:debian_linux:3.1
Installed version,
build or SP:       3.1
EOL date:          2008-03-31
EOL info:          https://en.wikipedia.org/wiki/List_of_Debian_releases#Release_table
",1.3.6.1.4.1.25623.1.0.103674,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:17:37Z,a3ec42ff-a5a3-4dc3-a018-6bc78d06cec9,"An EOL version of an OS is not receiving any security updates
  from the vendor. Unfixed security vulnerabilities might be leveraged by an attacker to compromise
  the security of this host.","Upgrade the OS on the remote host to a version which is still
  supported and receiving security updates by the vendor.",,,"Checks if an EOL version of an OS is present on the target
  host.
Details:
Operating System (OS) End of Life (EOL) Detection
(OID: 1.3.6.1.4.1.25623.1.0.103674)
Version used: 2024-02-28T14:37:42Z
","Product: cpe:/o:debian:debian_linux:3.1
Method: OS Detection Consolidation and Reporting
(OID: 1.3.6.1.4.1.25623.1.0.105937)
",,,
